position_index,board,move,active_elo,opponent_elo,predicted_move,predicted_move_prob,best_move,best_move_prob,transitional,monotonic
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1300,1300,f3g5,0.2524894,f3g5,0.2524894,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1400,1400,f3e5,0.32241845,f3g5,0.22738276,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1500,1500,f3e5,0.3891096,f3g5,0.2207935,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1600,1600,f3e5,0.51245606,f3g5,0.17333114,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1700,1700,f3e5,0.59664595,f3g5,0.14911841,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1800,1800,f3e5,0.6568242,f3g5,0.12537752,False,False
3,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1B1P1N2/1PP2PPP/RNBQ1RK1_w_kq_-_2_9,c2c3,1900,1900,f3e5,0.695944,f3g5,0.112542585,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1100,1100,b4c3,0.20743491,h5f4,0.19887808,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1200,1200,b4c3,0.20537814,h5f4,0.1960848,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1300,1300,h5f4,0.1966714,h5f4,0.1966714,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1400,1400,h5f4,0.19145285,h5f4,0.19145285,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1500,1500,h5f4,0.18393263,h5f4,0.18393263,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1600,1600,h5f4,0.17956491,h5f4,0.17956491,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1700,1700,h5f4,0.16781561,h5f4,0.16781561,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1800,1800,d7d6,0.15770015,h5f4,0.15401238,False,False
4,https://lichess.org/analysis/standard/r1bqkb1r/2pp1ppp/2n5/p3p2n/Pp2P3/1BPP1N2/1P3PPP/RNBQ1RK1_b_kq_-_0_9,g7g5,1900,1900,d7d6,0.16381928,h5f4,0.13407302,False,False
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1100,1100,g5h4,0.5550543,f3e5,0.01828378,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1200,1200,g5h4,0.5425328,f3e5,0.025462033,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1300,1300,g5h4,0.5261373,f3e5,0.037204098,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1400,1400,g5h4,0.50908405,f3e5,0.05790331,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1500,1500,g5h4,0.4964918,f3e5,0.07585683,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1600,1600,g5h4,0.45212212,f3e5,0.10913812,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1700,1700,g5h4,0.42026517,f3e5,0.15559678,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1800,1800,g5h4,0.3729531,f3e5,0.20975353,False,True
5,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p3p1Bn/Pp2P3/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_11,g5e3,1900,1900,g5e3,0.335812,f3e5,0.2560113,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1100,1100,c3b4,0.30029625,f3h4,0.032934584,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1200,1200,c3b4,0.26700887,f3h4,0.03998876,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1300,1300,c3b4,0.23011835,f3h4,0.051572926,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1400,1400,d1d2,0.20066124,f3h4,0.072520845,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1500,1500,d1d2,0.19940956,f3h4,0.09527002,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1600,1600,d3d4,0.21185774,f3h4,0.13378851,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1700,1700,d3d4,0.24162051,f3h4,0.1664091,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1800,1800,d3d4,0.27431864,f3h4,0.1988275,False,True
6,https://lichess.org/analysis/standard/r1bqkb1r/2pp3p/2n2p2/p7/Pp2Pp2/1BPP1N2/1P3PPP/RN1Q1RK1_w_kq_-_0_13,f3d4,1900,1900,d3d4,0.30673802,f3h4,0.22141095,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1100,1100,h7h6,0.20354478,c6e5,0.09673499,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1200,1200,h7h6,0.20409384,c6e5,0.11246983,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1300,1300,h7h6,0.20155248,c6e5,0.13023636,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1400,1400,g8f6,0.1892339,c6e5,0.15620518,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1500,1500,g8f6,0.20229734,c6e5,0.17922843,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1600,1600,g8f6,0.23524252,c6e5,0.22982448,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1700,1700,g8f6,0.25800967,c6e5,0.2562507,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1800,1800,g8f6,0.2850949,c6e5,0.2741527,False,True
7,https://lichess.org/analysis/standard/r1bqkbnr/ppp3pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_b_KQkq_-_1_7,d8d7,1900,1900,g8f6,0.30932584,c6e5,0.28664932,False,True
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1100,1100,g5e4,0.2934355,g5e6,0.0077606915,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1200,1200,e1g1,0.31640735,g5e6,0.006641743,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1300,1300,e1g1,0.3467943,g5e6,0.0058637043,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1400,1400,e1g1,0.37880117,g5e6,0.0052757454,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1500,1500,e1g1,0.3959545,g5e6,0.004583936,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1600,1600,e1g1,0.41439795,g5e6,0.004194411,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1700,1700,e1g1,0.435474,g5e6,0.0038402488,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1800,1800,e1g1,0.43785033,g5e6,0.003866153,False,False
8,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/3N2N1/2Bpp3/8/PPP2PPP/R1BQK2R_w_KQkq_-_2_8,d5f4,1900,1900,e1g1,0.45743078,g5e6,0.0036076177,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1100,1100,g8h6,0.13422953,d7g4,0.06558378,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1200,1200,g8h6,0.15256317,d7g4,0.058024857,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1300,1300,c6e5,0.17479767,d7g4,0.052403603,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1400,1400,c6e5,0.19987571,d7g4,0.047034003,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1500,1500,c6e5,0.21473882,d7g4,0.043478433,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1600,1600,c6e5,0.26465595,d7g4,0.033132024,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1700,1700,c6e5,0.28453457,d7g4,0.030301793,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1800,1800,c6e5,0.30615488,d7g4,0.026482522,False,False
9,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2BppN2/8/PPP2PPP/R1BQK2R_b_KQkq_-_3_8,e4e3,1900,1900,c6e5,0.3282594,d7g4,0.023844615,False,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1100,1100,f2e3,0.399205,c4f7,0.14322808,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1200,1200,f2e3,0.3578447,c4f7,0.18858494,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1300,1300,f2e3,0.33069906,c4f7,0.23332937,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1400,1400,f2e3,0.29979944,c4f7,0.26810133,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1500,1500,f2e3,0.2977199,c4f7,0.2776127,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1600,1600,c4f7,0.30151692,c4f7,0.30151692,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1700,1700,c4f7,0.30554086,c4f7,0.30554086,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1800,1800,c4f7,0.29807943,c4f7,0.29807943,True,False
10,https://lichess.org/analysis/standard/r1b1kbnr/pppq2pp/2np4/6N1/2Bp1N2/4p3/PPP2PPP/R1BQK2R_w_KQkq_-_0_9,f4e6,1900,1900,c4f7,0.29278708,c4f7,0.29278708,True,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1100,1100,e4d5,0.39396653,b1c3,0.11260784,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1200,1200,e4e5,0.39619824,b1c3,0.11706953,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1300,1300,e4e5,0.4472357,b1c3,0.11774696,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1400,1400,e4e5,0.48254636,b1c3,0.12377684,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1500,1500,e4e5,0.47689852,b1c3,0.12012684,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1600,1600,e4e5,0.5259922,b1c3,0.1243494,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1700,1700,e4e5,0.53108424,b1c3,0.12481017,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1800,1800,e4e5,0.51925164,b1c3,0.121727176,False,False
11,https://lichess.org/analysis/standard/rn1qkbnr/p1p3pp/1p3p2/3p4/3PP3/5N2/PP3PPP/RNBQ1K2_w_kq_-_0_9,e4d5,1900,1900,e4e5,0.49602512,b1c3,0.13227014,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1100,1100,c3d5,0.33341017,c3e4,0.062097847,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1200,1200,a1e1,0.32861865,c3e4,0.060792454,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1300,1300,a1e1,0.34578565,c3e4,0.059669163,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1400,1400,a1e1,0.3676188,c3e4,0.055564255,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1500,1500,a1e1,0.32118315,c3e4,0.06508352,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1600,1600,a1e1,0.36573434,c3e4,0.05469463,False,False
12,https://lichess.org/analysis/standard/rn2kbnr/p1p3p1/1p6/6p1/3P4/2N5/PP2KPPP/R7_w_kq_-_0_15,a1e1,1700,1700,a1e1,0.3461949,c3e4,0.05785823,False,False
